CodeInsee,CodeDepartement,Commune,Votants,arthaud,ROUSSEL,MACRON,LASSALLE,LE PEN,ZEMMOUR,MÉLENCHON,HIDALGO,JADOT,PÉCRESSE,POUTOU,DUPONT-AIGNAN
64506,64,Sarrance,96,0,6,15,31,9,6,14,4,3,3,1,1
64507,64,Saubole,96,1,1,21,15,20,9,12,2,2,3,3,5
64508,64,Saucède,94,0,4,23,16,6,9,21,4,2,5,0,1
64509,64,Sauguis-Saint-Etienne,107,0,2,31,28,15,3,12,2,1,8,3,0
64510,64,Sault-de-Navailles,632,1,13,185,84,142,43,81,9,16,23,4,12
64511,64,Sauvagnon,2209,5,33,626,189,458,152,377,64,109,96,12,41
64512,64,Sauvelade,192,1,1,26,52,45,14,38,0,1,5,0,4
64513,64,Sauveterre-de-Béarn,767,3,25,181,151,141,51,126,8,20,35,3,15
64514,64,Séby,136,0,0,28,25,36,2,26,5,3,5,0,6
64515,64,Sedze-Maubecq,172,1,2,22,38,39,15,24,4,5,7,6,3
64516,64,Sedzère,237,2,5,65,26,53,13,30,1,19,9,2,8
64517,64,Séméacq-Blachon,121,1,2,28,33,24,3,16,2,5,2,0,5
64518,64,Sendets,742,2,9,219,74,127,54,133,17,35,34,3,25
64519,64,Serres-Castet,2844,6,44,892,257,597,208,412,63,140,116,13,49
64520,64,Serres-Morlaàs,585,0,2,233,52,74,39,80,18,30,29,4,12
64521,64,Serres-Sainte-Marie,388,1,12,91,59,88,20,72,8,13,11,3,2
64522,64,Sévignacq-Meyracq,336,1,5,66,58,53,34,75,5,10,15,2,10
64523,64,Sévignacq,476,2,11,89,75,140,42,66,10,10,14,1,8
64524,64,Simacourbe,251,3,2,45,33,38,25,62,2,15,5,4,9
64525,64,Siros,519,6,19,163,61,116,14,65,18,23,16,1,10
64526,64,Soumoulou,935,5,23,237,104,188,44,197,22,45,31,8,19
64527,64,Souraïde,874,5,19,238,160,138,58,114,9,32,44,20,16
64528,64,Suhescun,130,0,1,9,46,18,3,22,2,6,6,10,2
64529,64,Sus,187,1,2,48,32,34,11,37,3,2,6,3,2
64530,64,Susmiou,224,1,11,59,33,42,6,33,5,11,9,1,5
64531,64,Tabaille-Usquain,27,0,1,5,6,10,0,2,1,0,1,0,0
64532,64,Tadousse-Ussau,36,0,2,4,4,16,3,4,0,1,0,0,2
64533,64,Tardets-Sorholus,309,4,11,72,86,37,9,44,6,11,13,8,3
64534,64,Taron-Sadirac-Viellenave,128,0,4,34,23,18,10,15,6,2,9,3,0
64535,64,Tarsacq,312,2,8,68,41,90,8,60,4,7,9,5,7
64536,64,Thèze,572,1,14,169,66,118,34,79,15,34,18,1,17
64537,64,Trois-Villes,103,0,9,26,26,7,1,16,5,5,2,4,1
64538,64,Uhart-Cize,462,4,13,102,86,79,22,64,9,26,35,8,6
64539,64,Uhart-Mixe,146,1,3,31,50,26,3,16,2,2,5,2,3
64540,64,Urcuit,1856,6,45,454,205,390,154,294,44,75,87,21,36
64541,64,Urdès,207,0,5,36,31,54,11,46,4,3,7,0,5
64542,64,Urdos,46,1,2,5,22,2,1,8,0,2,2,0,1
64543,64,Urepel,173,3,1,31,71,22,11,10,2,2,5,12,0
64544,64,Urost,57,0,1,25,7,10,0,6,1,0,3,1,1
64545,64,Urrugne,6226,40,164,1694,772,917,427,1121,104,332,308,136,99
64546,64,Urt,1440,5,37,406,190,294,98,219,23,60,42,13,21
64547,64,Ustaritz,4622,20,115,1213,567,822,264,865,90,208,161,120,69
64548,64,Uzan,127,0,3,33,21,31,11,10,1,4,12,0,0
64549,64,Uzein,736,5,17,200,91,178,57,101,11,19,25,3,17
64550,64,Uzos,577,2,19,195,54,99,41,85,13,31,19,2,6
64551,64,Verdets,187,1,5,34,42,28,14,46,1,6,5,1,3
64552,64,Vialer,121,0,4,38,24,14,9,21,2,1,3,0,1
64554,64,Viellenave-d'Arthez,134,1,4,33,17,20,9,29,4,4,10,0,2
64555,64,Viellenave-de-Navarrenx,97,1,3,27,10,22,6,6,4,5,7,0,3
64556,64,Vielleségure,272,0,3,64,41,60,16,50,8,4,12,2,4
64557,64,Vignes,309,2,8,86,52,59,19,49,10,5,7,5,3
64558,64,Villefranque,1920,10,32,535,231,369,100,351,32,90,70,16,41
64559,64,Viodos-Abense-de-Bas,506,2,40,107,97,66,26,78,15,17,24,12,1
64560,64,Viven,130,0,3,26,9,33,15,21,4,10,7,1,1
65001,65,Adast,210,0,3,55,28,53,9,30,9,3,7,2,5
65002,65,Adé,499,1,14,139,41,124,46,60,4,12,21,2,15
65003,65,Adervielle-Pouchergues,84,0,6,19,11,11,3,15,9,7,0,1,0
65004,65,Agos-Vidalos,294,1,0,82,36,60,11,37,12,19,8,5,15
65005,65,Allier,313,2,17,80,34,64,25,49,9,16,1,2,9
65006,65,Ancizan,202,1,6,42,37,36,12,25,5,16,11,0,7
65007,65,Andrest,892,2,44,208,75,221,50,174,11,30,32,7,22
65009,65,Anères,141,0,5,37,14,23,3,37,1,11,2,2,0
65010,65,Angos,166,1,8,44,15,22,16,39,1,9,3,0,6
65011,65,Les Angles,100,0,1,19,12,23,15,14,3,1,9,0,2
65012,65,Anla,69,1,0,14,8,16,5,21,0,3,0,0,0
65013,65,Ansost,48,0,0,10,10,15,6,3,0,0,2,0,1
65014,65,Antichan,37,0,0,5,8,9,1,9,1,1,0,2,0
65015,65,Antin,72,0,3,14,9,21,2,9,4,2,0,0,6
65016,65,Antist,126,0,2,31,13,19,7,35,5,5,1,2,1
65017,65,Aragnouet,195,2,12,39,37,33,12,26,9,5,11,1,2
65018,65,Arbéost,68,0,0,9,30,11,3,13,0,1,0,0,1
65019,65,Arcizac-Adour,391,2,10,119,51,77,23,63,4,17,6,3,5
65020,65,Arcizac-ez-Angles,167,0,2,46,24,41,15,25,1,1,0,2,4
65021,65,Arcizans-Avant,294,1,9,80,25,42,19,64,8,19,5,0,10
65022,65,Arcizans-Dessus,87,0,5,28,16,10,3,11,2,4,3,2,3
65023,65,Ardengost,14,0,0,3,1,0,0,4,0,5,0,1,0
65024,65,Argelès-Bagnères,83,1,4,22,15,18,3,12,3,1,2,0,1
65025,65,Argelès-Gazost,1910,12,56,571,185,298,115,400,41,82,93,13,21
65026,65,Aries-Espénan,61,0,4,14,5,14,8,11,0,1,1,0,1
65028,65,Arné,140,0,7,24,24,37,3,16,11,4,12,1,1
65029,65,Arras-en-Lavedan,365,0,16,88,38,69,12,100,3,15,13,1,6
65031,65,Arreau,455,1,20,114,50,69,26,98,17,19,14,3,5
65032,65,Arrens-Marsous,532,3,20,139,83,59,16,134,20,31,16,3,3
65033,65,Arrodets-ez-Angles,61,0,0,10,14,15,4,12,0,3,2,0,0
65034,65,Arrodets,21,0,0,1,4,2,0,10,3,0,0,0,0
65035,65,Artagnan,349,1,5,70,54,92,24,52,4,11,12,6,7
65036,65,Artalens-Souin,108,0,3,27,16,11,4,33,4,1,1,2,2
65037,65,Artiguemy,76,0,8,19,6,16,1,14,0,2,1,0,5
65038,65,Artigues,19,0,1,3,4,1,1,7,1,0,1,0,0
65039,65,Aspin-Aure,45,0,1,9,10,9,0,12,0,0,1,2,1
65040,65,Aspin-en-Lavedan,183,1,4,28,20,51,11,48,4,4,5,1,3
65041,65,Asque,88,1,8,15,17,9,0,24,1,11,2,0,0
65042,65,Asté,356,2,5,77,57,70,19,88,13,10,2,1,4
65043,65,Astugue,149,0,11,25,27,20,1,46,6,4,2,2,3
65044,65,Aubarède,195,1,8,48,15,48,13,30,5,7,10,4,3
65045,65,Aucun,202,1,3,49,29,28,2,64,3,11,9,1,0
65046,65,Aulon,72,1,4,14,6,12,2,19,0,8,1,1,0
65047,65,Aureilhan,4468,16,175,1040,313,1126,282,877,158,146,123,45,85
65048,65,Aurensan,512,3,24,99,45,142,39,92,10,20,18,3,3
65049,65,Auriébat,166,1,3,24,34,48,13,31,1,2,5,0,2
65050,65,Avajan,53,0,0,20,7,9,0,12,1,2,2,0,0
65051,65,Aventignan,156,2,5,26,17,37,10,40,3,5,1,2,4
65052,65,Averan,61,0,1,19,1,17,0,16,0,1,1,2,1
65053,65,Aveux,27,0,1,11,7,2,0,3,0,0,0,0,1
65054,65,Avezac-Prat-Lahitte,401,4,20,69,74,90,14,72,8,10,8,5,12
65055,65,Ayros-Arbouix,225,3,3,57,26,32,18,56,2,12,5,0,5
65056,65,Ayzac-Ost,305,1,14,61,47,61,25,48,10,18,7,1,4
65057,65,Azereix,695,4,26,175,83,165,40,109,14,24,29,5,4
65058,65,Azet,108,0,2,32,25,19,3,10,12,1,2,0,0
65059,65,Bagnères-de-Bigorre,4289,23,123,1119,358,670,221,1190,110,163,116,30,76
65060,65,Banios,52,0,0,10,9,6,3,16,2,3,0,1,0
65061,65,Barbachen,34,0,0,6,2,13,6,4,0,0,1,0,0
65062,65,Barbazan-Debat,2198,10,75,564,170,527,131,406,43,75,84,10,49
65063,65,Barbazan-Dessus,125,0,2,29,14,20,13,19,10,7,0,3,3
65064,65,Bareilles,51,0,5,13,9,5,1,7,4,3,4,0,0
65065,65,Barlest,203,0,3,67,23,51,7,27,3,7,6,0,3
65066,65,Barrancoueu,33,0,0,12,5,4,0,6,4,2,0,0,0
65067,65,Barry,92,0,2,22,11,23,3,8,3,3,8,2,6
65068,65,Barthe,16,0,0,4,1,3,1,2,0,4,0,0,0
65069,65,La Barthe-de-Neste,759,2,28,177,62,174,39,161,19,33,32,5,12
65070,65,Bartrès,325,1,2,100,36,88,22,40,2,12,11,1,3
65071,65,Batsère,31,0,2,7,4,1,0,13,1,1,1,0,0
65072,65,Bazet,1170,2,78,236,97,343,73,212,31,24,26,15,16
65073,65,Bazillac,223,1,4,47,30,70,15,43,5,4,1,0,3
65074,65,Bazordan,83,2,3,5,22,13,4,13,6,3,5,0,5
65075,65,Bazus-Aure,106,0,2,35,6,16,5,19,6,8,3,0,3
65076,65,Bazus-Neste,38,1,0,10,7,7,4,2,0,1,5,1,0
65077,65,Beaucens,321,4,6,86,49,50,20,75,12,10,2,0,3
65078,65,Beaudéan,272,2,7,56,33,42,14,91,8,8,4,1,2
65079,65,Bégole,135,0,3,33,26,34,10,19,0,3,2,2,0
65080,65,Bénac,359,0,8,98,56,68,17,57,4,17,9,2,7
65081,65,Benqué-Molère,102,0,5,11,8,13,6,36,6,11,0,4,2
65082,65,Berbérust-Lias,28,0,0,8,8,5,0,2,0,0,2,0,3
65083,65,Bernac-Debat,470,4,16,128,41,95,37,87,12,16,20,2,10
65084,65,Bernac-Dessus,221,0,4,49,32,59,13,35,1,8,7,2,4
65085,65,Bernadets-Debat,72,0,2,18,16,18,2,11,1,1,1,0,0
65086,65,Bernadets-Dessus,106,0,2,22,22,21,4,17,5,4,3,0,3
65087,65,Bertren,126,0,4,27,17,26,6,39,0,3,1,0,2
65088,65,Betbèze,28,1,3,0,11,7,0,2,0,0,2,1,1
65089,65,Betpouey,73,0,7,19,14,8,4,9,2,0,5,1,0
65090,65,Betpouy,53,0,2,10,8,10,15,1,4,0,2,1,0
65091,65,Bettes,43,0,3,12,5,5,3,6,3,2,0,2,0
65092,65,Beyrède-Jumet-Camous,134,3,6,29,28,26,5,20,4,8,3,0,1
65093,65,Bize,143,1,8,27,30,28,6,20,8,2,9,3,0
65094,65,Bizous,87,0,1,19,21,17,9,11,4,1,4,0,0
65095,65,Bonnefont,186,0,6,41,28,55,5,28,2,7,5,0,3
65096,65,Bonnemazon,46,1,2,12,7,6,1,10,5,0,2,0,0
65097,65,Bonrepos,125,0,1,23,20,37,12,16,4,1,5,2,1
65098,65,Boô-Silhen,224,0,3,46,48,46,5,47,5,7,0,4,3
65099,65,Bordères-Louron,102,0,2,17,9,22,10,23,2,5,7,3,1
65100,65,Bordères-sur-l'Echez,2974,22,129,662,231,779,185,613,64,74,77,21,43
65101,65,Bordes,507,4,15,123,53,130,30,89,13,17,14,4,7
65102,65,Bouilh-Devant,21,0,1,9,4,1,0,0,1,1,2,0,2
65103,65,Bouilh-Péreuilh,73,1,1,17,4,28,10,8,0,0,1,0,2
65104,65,Boulin,218,0,8,65,15,39,20,41,2,7,12,3,1
65105,65,Bourg-de-Bigorre,120,0,7,27,19,17,6,25,1,7,3,2,6
65106,65,Bourisp,111,0,3,35,12,12,5,25,6,5,4,2,2
65107,65,Bourréac,84,0,0,26,13,15,4,13,2,3,4,0,2
65108,65,Bours,568,5,21,116,61,144,41,91,15,25,17,3,12
65109,65,Bramevaque,31,0,0,7,10,8,0,3,1,0,0,0,1
65110,65,Bugard,57,1,3,14,3,14,3,7,3,1,6,0,0
65111,65,Bulan,48,0,1,15,7,9,3,10,0,3,0,0,0
65112,65,Bun,115,1,1,26,24,13,0,30,3,5,7,0,2
65113,65,Burg,183,0,6,50,32,32,5,35,7,4,2,3,2
65114,65,Buzon,60,0,0,12,2,19,5,15,1,0,2,1,3
65115,65,Cabanac,210,0,10,36,18,55,16,44,7,7,12,0,3
65116,65,Cadéac,143,1,6,31,27,26,4,26,2,7,7,3,1
65117,65,Cadeilhan-Trachère,42,0,2,11,10,6,1,11,1,0,0,0,0
65118,65,Caharet,31,0,0,10,7,5,1,1,0,2,2,1,2
65119,65,Caixon,247,1,6,73,26,65,13,28,3,11,4,3,8
65120,65,Calavanté,220,0,6,44,23,62,11,48,3,7,4,1,3
65121,65,Camalès,255,4,8,62,27,60,22,36,8,9,11,2,2
65123,65,Campan,1089,5,46,321,163,137,42,257,25,29,17,9,22
65124,65,Camparan,54,0,3,14,7,10,1,9,1,3,2,1,1
65125,65,Campistrous,224,1,11,38,40,52,18,40,3,3,10,1,7
65126,65,Campuzan,106,0,3,23,16,31,3,16,3,2,3,2,1
65127,65,Capvern,878,5,56,159,97,200,75,167,31,32,21,7,14
65128,65,Castelbajac,84,0,4,20,12,16,3,11,6,2,4,2,0
65129,65,Castelnau-Magnoac,425,2,11,115,59,75,21,73,19,17,22,2,7
65130,65,Castelnau-Rivière-Basse,332,1,21,53,42,81,27,76,5,11,3,3,4
65131,65,Castelvieilh,156,1,3,54,10,32,5,27,2,6,5,3,4
65132,65,Castéra-Lanusse,33,0,3,5,9,4,2,6,1,1,0,0,0
65133,65,Castéra-Lou,140,0,3,29,25,35,8,19,1,9,3,0,6
65134,65,Casterets,9,0,0,1,1,4,0,0,0,0,3,0,0
65135,65,Castillon,53,0,1,15,18,7,2,7,0,0,0,0,0
65136,65,Caubous,28,0,0,4,5,6,0,7,1,1,2,0,1
65137,65,Caussade-Rivière,67,0,0,18,5,19,6,13,2,1,1,0,0
65138,65,Cauterets,670,2,13,235,56,123,25,127,7,22,27,6,17
65139,65,Cazarilh,52,0,6,20,8,9,0,5,1,1,1,0,0
65140,65,Cazaux-Debat,18,0,4,3,2,1,2,3,0,1,0,0,0
65141,65,Cazaux-Fréchet-Anéran-Camors,43,0,4,8,4,7,0,15,1,3,1,0,0
65142,65,Chelle-Debat,149,1,6,32,15,55,5,21,4,6,0,0,1
65143,65,Chelle-Spou,89,0,2,17,6,15,5,36,2,0,2,0,0
65144,65,Cheust,75,0,1,22,9,14,5,15,0,2,3,1,1
65145,65,Chèze,29,0,1,9,2,3,0,4,3,0,3,2,2
65146,65,Chis,243,1,4,49,23,81,15,42,3,2,7,3,8
65147,65,Cieutat,388,2,14,94,63,78,14,64,9,15,8,2,11
65148,65,Cizos,101,1,3,25,14,14,4,24,3,3,4,0,3
65149,65,Clarac,122,0,2,32,9,15,6,32,6,3,3,3,5
65150,65,Clarens,357,2,9,79,44,83,19,72,14,15,8,1,10
65151,65,Collongues,97,0,5,17,12,29,6,11,3,1,4,4,3
65153,65,Coussan,89,0,5,37,7,14,9,11,3,1,0,1,0
65154,65,Créchets,30,0,0,5,5,13,2,3,0,1,0,0,0
65155,65,Devèze,54,0,3,11,11,6,1,12,2,5,1,0,1
65156,65,Dours,168,0,1,27,21,54,14,26,2,4,8,0,4
65157,65,Ens,20,0,1,3,6,1,1,5,0,1,0,0,0
65158,65,Esbareich,79,0,3,23,10,23,4,9,3,2,2,0,0
65159,65,Escala,245,1,11,53,33,58,14,43,5,9,7,4,2
65160,65,Escaunets,80,0,4,16,14,20,4,9,7,3,0,0,1
65161,65,Escondeaux,161,0,2,37,21,41,19,23,1,4,5,2,2
65162,65,Esconnets,32,0,1,7,6,5,2,8,0,1,0,0,2
65163,65,Escots,28,0,0,8,2,1,1,12,2,0,0,0,0
65164,65,Escoubès-Pouts,66,1,0,12,17,21,1,6,2,0,0,0,4
65165,65,Esparros,120,0,3,12,26,19,6,36,0,4,2,3,5
65166,65,Espèche,32,1,0,2,5,5,1,9,1,1,0,1,5
65167,65,Espieilh,34,0,1,10,9,4,4,1,0,1,0,1,2
65168,65,Esquièze-Sère,267,0,7,87,29,37,8,60,11,9,7,3,5
65169,65,Estaing,77,0,0,15,12,12,6,27,2,2,0,0,1
65170,65,Estampures,51,0,1,8,17,13,1,5,1,0,3,1,1
65171,65,Estarvielle,24,0,0,3,5,4,0,10,1,0,1,0,0
65172,65,Estensan,24,0,4,6,2,1,1,7,0,0,0,0,0
65173,65,Esterre,135,1,3,31,20,11,8,38,5,5,7,1,1
65174,65,Estirac,80,1,0,18,11,22,5,11,1,2,2,2,0
65175,65,Ferrère,50,1,4,11,5,15,4,5,1,0,1,1,2
65176,65,Ferrières,75,0,2,16,14,16,8,7,1,3,5,0,2
65177,65,Fontrailles,108,0,0,40,12,26,2,15,2,3,4,1,2
65178,65,Fréchède,29,0,1,8,4,5,0,3,0,3,1,0,0
65179,65,Fréchendets,29,0,0,3,6,0,0,18,0,0,0,0,2
65180,65,Fréchet-Aure,15,0,2,4,1,2,0,4,0,1,0,0,0
65181,65,Fréchou-Fréchet,119,0,4,35,9,27,6,19,5,5,6,0,3
65182,65,Gaillagos,104,0,3,23,16,6,3,36,1,5,6,4,0
65183,65,Galan,387,2,6,94,44,94,43,51,19,8,16,2,2
65184,65,Galez,123,0,4,21,23,37,3,28,1,0,1,0,3
65185,65,Gardères,338,1,7,101,64,76,14,24,5,13,15,3,6
65186,65,Gaudent,27,0,0,3,11,8,2,2,0,0,0,1,0
65187,65,Gaussan,74,1,2,13,5,21,4,14,3,1,2,0,5
65189,65,Gayan,196,0,11,16,17,49,16,56,8,8,8,4,0
65190,65,Gazave,53,0,4,13,5,6,2,12,2,2,2,2,1
65191,65,Gazost,109,1,2,17,19,37,4,14,5,4,4,0,1
65192,65,Gavarnie-Gèdre,303,2,11,61,66,49,21,53,6,9,12,4,3
65193,65,Gembrie,53,0,2,15,7,10,0,11,2,2,4,0,0
65194,65,Générest,76,0,2,15,24,9,1,16,4,2,1,1,0
65195,65,Génos,115,3,4,29,23,7,6,24,6,3,1,3,1
65196,65,Gensac,71,0,4,14,8,27,4,6,1,2,3,0,1
65197,65,Ger,133,0,2,34,18,20,11,26,7,8,3,1,0
65198,65,Gerde,784,7,24,229,52,96,44,198,29,40,29,8,13
65199,65,Germ,35,0,1,8,8,3,2,5,1,2,2,2,0
65200,65,Germs-sur-l'Oussouet,93,1,4,27,9,14,2,24,1,6,1,1,1
65201,65,Geu,143,0,5,32,18,25,6,30,4,7,6,6,1
65202,65,Gez,228,1,12,47,40,39,8,52,3,15,3,1,1
65203,65,Gez-ez-Angles,22,1,0,1,5,1,0,11,0,1,1,0,0
65204,65,Gonez,22,0,0,1,5,4,0,3,0,5,1,1,1
65205,65,Gouaux,55,0,1,11,0,5,0,31,1,4,2,0,0
65206,65,Goudon,161,0,3,50,10,28,2,35,4,9,5,3,3
65207,65,Gourgue,43,0,2,10,8,8,1,8,3,1,0,1,0
65208,65,Grailhen,28,0,0,8,2,4,1,7,4,2,0,0,0
65209,65,Grézian,63,0,4,24,4,8,7,10,1,2,2,1,0
65210,65,Grust,42,0,6,3,9,5,0,11,2,1,2,0,2
65211,65,Guchan,131,1,11,22,16,13,10,40,1,4,7,1,4
65212,65,Guchen,174,0,7,28,25,34,13,44,0,9,7,1,4
65213,65,Guizerix,69,0,2,22,13,11,4,6,1,0,8,1,1
65214,65,Hachan,29,0,0,7,5,4,5,2,3,0,1,0,1
65215,65,Hagedet,31,0,2,5,1,6,3,5,3,1,2,1,1
65216,65,Hauban,65,0,4,14,13,5,3,17,0,1,1,0,3
65217,65,Hautaget,39,0,3,6,6,8,2,7,2,5,0,0,0
65218,65,Hèches,392,1,17,62,57,71,22,95,16,25,10,2,4
65219,65,Hères,78,0,2,14,18,26,3,8,2,1,2,1,0
65220,65,Hibarette,139,0,3,32,20,35,2,27,8,4,3,1,1
65221,65,Hiis,157,0,7,36,19,33,12,29,5,10,2,1,2
65222,65,Hitte,112,1,0,23,25,13,0,33,4,5,2,1,3
65223,65,Horgues,895,2,13,327,66,148,69,131,20,30,43,8,11
65224,65,Houeydets,196,2,8,37,41,57,3,29,2,6,2,4,2
65225,65,Hourc,85,0,1,15,18,28,1,15,0,2,3,0,0
65226,65,Ibos,1621,2,64,467,150,298,133,259,43,84,47,3,28
65228,65,Ilhet,93,1,6,18,26,13,2,16,0,3,2,3,0
65229,65,Ilheu,30,0,0,2,4,14,1,1,0,1,0,0,4
65230,65,Izaourt,197,1,7,47,29,42,10,23,6,5,10,2,7
65231,65,Izaux,129,0,2,31,19,27,5,20,6,6,4,0,2
65232,65,Jacque,48,0,0,9,7,18,4,6,1,0,0,0,2
65233,65,Jarret,208,1,1,41,23,64,11,40,1,2,10,1,5
65234,65,Jézeau,73,0,0,14,6,11,4,20,6,3,1,4,0
65235,65,Juillan,2638,14,63,694,260,670,180,414,56,87,73,14,50
65236,65,Julos,274,0,2,77,31,62,17,41,3,8,10,0,13
65237,65,Juncalas,125,1,4,30,21,25,12,21,3,2,4,0,2
65238,65,Labassère,166,2,2,44,24,23,4,43,2,8,7,1,1
65239,65,Labastide,121,2,5,24,20,19,3,26,6,7,7,0,0
65240,65,Labatut-Rivière,257,1,10,29,42,80,23,48,7,1,7,0,6
65241,65,Laborde,61,1,1,13,11,15,1,13,0,1,1,0,3
65242,65,Lacassagne,157,0,4,54,7,35,9,23,5,4,8,2,0
65243,65,Lafitole,304,0,9,59,42,91,14,40,23,6,7,2,5
65244,65,Lagarde,374,3,24,82,34,100,11,67,10,10,10,2,13
65245,65,Lagrange,183,1,6,25,28,57,12,39,3,1,5,0,2
65247,65,Arrayou-Lahitte,79,1,1,19,14,19,7,9,1,3,2,2,1
65248,65,Lahitte-Toupière,163,1,6,34,27,32,8,33,3,7,4,3,1
65249,65,Lalanne,60,0,0,12,18,14,6,4,1,1,1,1,1
65250,65,Lalanne-Trie,61,0,5,21,11,6,6,0,2,4,3,0,2
65251,65,Laloubère,1112,1,28,331,100,199,86,188,26,46,61,5,24
65252,65,Lamarque-Pontacq,521,0,10,130,65,137,33,71,13,18,16,5,12
65253,65,Lamarque-Rustaing,40,0,2,11,7,7,2,5,3,1,2,0,0
65254,65,Laméac,97,0,3,16,8,41,11,8,0,5,3,0,2
65255,65,Lançon,30,0,1,9,3,5,3,7,0,0,0,0,0
65256,65,Lanespède,100,0,2,27,5,20,6,28,5,3,1,1,0
65257,65,Lanne,384,0,8,95,50,83,26,77,5,12,13,1,5
65258,65,Lannemezan,2963,21,65,701,307,732,210,542,62,97,97,22,48
65259,65,Lansac,140,0,1,37,20,35,4,27,4,2,2,1,1
65260,65,Lapeyre,66,0,1,16,11,15,1,11,2,0,4,0,2
65261,65,Laran,35,1,0,6,3,1,6,14,1,0,1,0,0
65262,65,Larreule,250,2,14,65,29,66,11,39,6,5,6,1,2
65263,65,Larroque,64,0,2,8,6,16,1,15,6,6,3,0,1
65264,65,Lascazères,217,0,7,46,29,59,10,43,1,8,5,1,3
65265,65,Laslades,246,2,2,59,36,57,8,51,6,5,9,2,4
65266,65,Lassales,22,1,1,4,2,5,2,3,0,0,1,0,1
65267,65,Lau-Balagnas,382,2,15,103,37,85,13,66,6,22,16,3,5
65268,65,Layrisse,158,2,5,46,10,27,9,34,3,8,6,0,4
65269,65,Lescurry,113,0,0,28,16,34,8,10,0,3,8,0,4
65270,65,Lespouey,177,4,9,47,21,44,7,26,7,3,6,1,0
65271,65,Lézignan,243,2,5,65,40,46,17,34,6,4,12,0,5
65272,65,Lhez,62,1,2,11,20,14,1,4,2,3,1,0,0
65273,65,Liac,127,0,3,27,19,43,6,13,7,3,2,3,0
65274,65,Libaros,94,0,4,15,21,24,7,12,2,4,2,1,2
65275,65,Lies,52,0,4,16,4,4,0,23,0,0,1,0,0
65276,65,Lizos,74,0,5,14,9,13,8,14,2,1,5,0,1
65277,65,Lombrès,60,0,2,9,8,11,1,16,8,2,0,0,1
65278,65,Lomné,36,0,2,10,5,6,0,9,0,3,0,1,0
65279,65,Lortet,143,0,8,22,29,24,1,42,1,8,2,2,2
65280,65,Loubajac,307,1,5,70,44,87,22,32,1,11,21,1,4
65281,65,Loucrup,157,1,3,30,28,26,8,30,4,10,6,0,3
65282,65,Loudenvielle,236,0,12,88,34,27,10,32,3,11,9,2,3
65283,65,Loudervielle,46,0,2,9,5,6,3,14,0,4,0,1,0
65284,65,Louey,801,4,28,225,67,190,51,124,23,37,17,1,15
65285,65,Louit,119,0,5,26,12,32,5,22,2,6,2,0,5
65286,65,Lourdes,7348,33,128,2061,715,1699,724,959,133,165,371,39,161
65287,65,Loures-Barousse,356,3,12,66,42,85,31,73,5,13,13,1,5
65288,65,Lubret-Saint-Luc,53,0,0,16,13,15,0,4,2,0,0,0,1
65289,65,Luby-Betmont,67,1,9,9,11,23,5,7,0,0,1,0,0
65290,65,Luc,137,1,4,42,22,25,4,24,1,6,2,0,3
65291,65,Lugagnan,106,0,2,28,19,16,12,10,2,6,5,0,0
65292,65,Luquet,271,0,5,64,47,75,8,37,5,9,10,2,5
65293,65,Lustar,65,1,0,14,7,24,2,9,2,2,1,0,0
65294,65,Lutilhous,138,1,5,30,23,23,11,17,4,11,4,0,7
65295,65,Luz-Saint-Sauveur,645,0,15,148,91,80,46,165,13,31,23,3,13
65296,65,Madiran,266,4,9,68,47,55,15,28,8,10,13,1,2
65297,65,Mansan,32,2,2,4,4,13,3,2,0,0,0,0,2
65298,65,Marquerie,57,1,2,10,8,14,3,8,0,4,5,0,1
65299,65,Marsac,152,0,4,24,28,44,11,24,4,5,4,1,2
65300,65,Marsas,61,0,0,10,10,9,0,20,6,2,2,1,1
65301,65,Marseillan,180,1,9,18,24,61,14,23,5,4,5,4,4
65303,65,Mascaras,245,1,8,66,30,64,17,39,3,9,2,2,2
65304,65,Maubourguet,1310,11,46,326,157,312,86,207,38,25,32,9,29
65305,65,Mauléon-Barousse,91,0,3,24,11,14,8,17,6,3,4,0,0
65306,65,Mauvezin,171,1,5,42,19,28,16,38,7,5,4,2,2
65307,65,Mazères-de-Neste,230,2,9,50,28,52,9,53,10,9,2,0,3
65308,65,Mazerolles,79,0,3,22,17,9,8,10,2,4,3,0,0
65309,65,Mazouau,14,0,0,0,7,3,0,4,0,0,0,0,0
65310,65,Mérilheu,172,2,8,34,30,30,9,38,4,5,3,1,1
65311,65,Mingot,63,0,1,21,8,16,0,8,1,1,5,2,0
65313,65,Momères,520,1,12,147,53,107,43,85,10,22,14,2,13
65314,65,Monfaucon,140,1,1,24,23,37,12,20,6,4,1,2,6
65315,65,Monléon-Magnoac,266,1,11,47,43,65,12,59,5,4,5,2,4
65316,65,Monlong,73,2,5,9,11,13,4,21,1,0,4,0,1
65317,65,Mont,45,1,5,3,6,3,4,16,2,4,0,1,0
65318,65,Montastruc,124,0,5,33,30,20,4,17,5,2,1,0,4
65319,65,Montégut,97,0,4,15,14,21,4,27,1,0,3,3,2
65320,65,Montgaillard,582,2,16,161,40,120,33,141,12,18,12,6,7
65321,65,Montignac,98,0,8,32,12,9,3,18,2,1,1,2,2
65322,65,Montoussé,156,5,6,29,20,40,4,27,4,4,8,0,4
