CodeInsee,CodeDepartement,Commune,Votants,arthaud,ROUSSEL,MACRON,LASSALLE,LE PEN,ZEMMOUR,MÉLENCHON,HIDALGO,JADOT,PÉCRESSE,POUTOU,DUPONT-AIGNAN
1001,1,L'Abergement-Clémenciat,537,3,6,150,18,149,43,66,5,30,26,3,21
1002,1,L'Abergement-de-Varey,175,2,7,50,10,23,14,41,3,10,8,3,0
1004,1,Ambérieu-en-Bugey,6687,38,173,1453,177,1646,530,1604,112,287,309,43,181
1005,1,Ambérieux-en-Dombes,1048,8,19,279,24,352,77,137,14,41,48,2,27
1006,1,Ambléon,80,0,6,21,2,16,3,15,2,2,9,0,1
1007,1,Ambronay,1693,10,46,403,60,499,141,276,31,69,77,8,39
1008,1,Ambutrix,474,2,8,109,17,152,31,71,5,22,26,6,14
1009,1,Andert-et-Condon,231,1,6,63,6,46,17,54,2,9,17,3,4
1010,1,Anglefort,624,5,9,125,38,225,39,88,8,15,19,5,32
1011,1,Apremont,243,0,4,45,19,65,27,36,1,17,14,2,6
1012,1,Aranc,221,4,6,51,9,54,13,59,2,10,5,3,4
1013,1,Arandas,96,1,2,17,5,37,5,11,0,4,7,0,5
1014,1,Arbent,1601,7,22,371,61,344,156,415,21,50,62,8,46
1015,1,Arboys en Bugey,471,0,7,133,20,112,22,83,9,31,25,7,12
1016,1,Arbigny,267,1,6,61,10,89,12,34,10,10,17,0,13
1017,1,Argis,262,1,6,34,9,89,21,63,4,12,5,1,10
1019,1,Armix,32,0,4,4,2,9,3,4,1,5,0,0,0
1021,1,Ars-sur-Formans,903,2,10,233,21,242,113,116,11,43,53,2,33
1022,1,Artemare,683,7,6,140,35,208,78,111,7,16,32,4,30
1023,1,Asnières-sur-Saône,53,0,0,6,0,22,9,8,0,3,2,0,3
1024,1,Attignat,1980,7,33,541,52,572,146,302,26,85,116,9,41
1025,1,Bâgé-Dommartin,2418,11,46,673,90,710,131,328,49,79,124,16,89
1026,1,Bâgé-le-Châtel,486,2,6,164,19,130,37,58,4,21,20,1,8
1027,1,Balan,1058,7,15,290,31,339,87,139,11,39,54,5,15
1028,1,Baneins,354,3,2,71,15,116,39,39,9,13,24,4,13
1029,1,Beaupont,370,1,8,74,22,118,41,37,7,16,21,1,15
1030,1,Beauregard,433,2,4,102,11,124,37,78,6,23,30,2,8
1031,1,Bellignat,1317,7,32,308,54,341,116,294,12,38,72,5,13
1032,1,Béligneux,1576,11,23,377,37,482,143,296,20,51,66,15,37
1033,1,Valserhône,6597,42,107,1375,217,1528,507,1764,115,293,255,51,195
1034,1,Belley,4341,28,85,1063,120,1014,365,965,72,164,231,37,97
1035,1,Belleydoux,223,1,8,42,16,46,14,47,4,11,16,0,11
1036,1,Valromey-sur-Seran,891,7,23,220,38,192,54,179,21,40,48,8,41
1037,1,Bénonces,186,2,4,32,10,49,15,24,3,9,23,5,3
1038,1,Bény,502,2,7,144,17,131,33,75,16,14,38,2,19
1039,1,Béon,267,1,9,67,11,77,16,47,3,12,14,3,5
1040,1,Béréziat,292,0,6,73,17,93,25,38,7,10,13,0,4
1041,1,Bettant,451,3,14,100,20,118,27,97,7,16,16,2,9
1042,1,Bey,214,1,3,63,9,46,11,33,3,18,10,2,5
1043,1,Beynost,2943,11,51,985,63,619,225,500,53,172,158,11,43
1044,1,Billiat,332,3,13,60,15,101,26,54,5,16,9,7,14
1045,1,Birieux,171,0,0,45,8,72,15,11,1,8,3,1,7
1046,1,Biziat,526,1,5,140,15,179,44,58,9,23,21,1,15
1047,1,Blyes,725,4,13,169,24,227,69,90,7,35,32,6,22
1049,1,La Boisse,1866,4,37,520,46,424,187,336,29,85,84,10,41
1050,1,Boissey,209,1,3,55,3,82,9,27,1,6,12,2,4
1051,1,Bolozon,65,2,4,9,3,16,6,15,2,2,3,2,1
1052,1,Bouligneux,229,0,2,63,10,62,35,21,3,7,19,0,3
1053,1,Bourg-en-Bresse,16316,82,332,4472,374,2800,1225,4098,457,899,862,88,303
1054,1,Bourg-Saint-Christophe,923,4,20,244,30,252,87,135,23,37,41,5,26
1056,1,Boyeux-Saint-Jérôme,262,2,4,57,12,74,25,49,1,6,17,0,12
1057,1,Boz,318,0,8,66,15,120,8,57,5,8,10,5,8
1058,1,Brégnier-Cordon,493,6,10,121,11,140,22,95,11,27,16,6,14
1060,1,Brénod,363,2,5,101,33,81,21,60,3,14,21,2,8
1061,1,Brens,777,1,7,191,22,211,66,132,9,42,37,7,34
1062,1,Bressolles,606,4,5,194,37,110,52,73,8,38,42,5,18
1063,1,Brion,340,1,6,99,8,90,28,43,10,14,28,1,3
1064,1,Briord,607,6,6,93,19,241,61,90,12,25,13,5,22
1065,1,Buellas,1179,5,23,355,43,298,96,152,19,68,66,6,30
1066,1,La Burbanche,72,0,2,13,3,10,13,21,2,1,4,0,2
1067,1,Ceignes,163,1,4,41,7,49,14,20,2,8,5,0,8
1068,1,Cerdon,431,0,8,58,28,150,53,62,2,11,26,7,16
1069,1,Certines,942,7,20,223,27,273,84,144,17,40,41,8,32
1071,1,Cessy,2236,7,18,832,75,391,172,311,35,139,129,18,77
1072,1,Ceyzériat,1905,6,38,568,71,403,128,327,39,104,128,13,38
1073,1,Ceyzérieu,726,4,30,166,24,162,69,150,17,41,25,6,18
1074,1,Chalamont,1374,8,17,329,44,481,124,163,17,52,63,11,35
1075,1,Chaleins,788,3,22,250,16,210,67,110,8,22,27,6,20
1076,1,Chaley,86,0,4,15,1,22,7,15,1,7,4,1,6
1077,1,Challes-la-Montagne,120,0,4,29,9,28,15,17,0,3,9,3,1
1078,1,Challex,624,2,3,196,26,107,49,111,9,53,33,3,20
1079,1,Champagne-en-Valromey,427,5,11,102,21,89,16,102,4,21,22,0,23
1080,1,Champdor-Corcelles,415,3,12,89,25,109,30,79,11,13,20,2,12
1081,1,Champfromier,415,1,7,90,29,109,34,76,5,14,18,12,11
1082,1,Chanay,291,2,4,62,8,77,16,58,6,15,11,6,11
1083,1,Chaneins,627,5,5,142,18,222,70,67,2,26,27,7,19
1084,1,Chanoz-Châtenay,524,2,9,154,11,161,45,58,6,14,34,3,18
1085,1,La Chapelle-du-Châtelard,250,1,2,53,9,91,20,25,3,16,13,2,7
1087,1,Charix,173,1,7,42,15,36,12,30,4,7,11,2,4
1088,1,Charnoz-sur-Ain,651,4,10,138,15,220,87,64,10,29,30,7,18
1089,1,Château-Gaillard,1218,5,24,296,23,399,95,194,19,45,55,4,37
1090,1,Châtenay,221,3,5,58,10,61,20,28,1,9,13,2,6
1092,1,Châtillon-la-Palud,1028,8,20,212,35,307,84,181,24,55,53,8,24
1093,1,Châtillon-sur-Chalaronne,2827,16,46,846,80,760,262,313,51,115,179,14,75
1094,1,Chavannes-sur-Reyssouze,441,0,11,108,26,169,26,41,4,9,21,4,13
1095,1,Nivigne et Suran,492,2,13,100,19,131,33,106,8,16,28,6,17
1096,1,Chaveyriat,617,3,10,149,15,211,47,77,11,31,25,5,20
1098,1,Chazey-Bons,604,2,14,152,23,178,46,102,12,23,21,3,18
1099,1,Chazey-sur-Ain,1013,5,20,242,38,305,75,133,19,59,42,7,31
1100,1,Cheignieu-la-Balme,100,1,6,21,5,31,6,15,0,5,5,1,2
1101,1,Chevillard,124,1,2,25,3,35,8,22,2,7,4,1,9
1102,1,Chevroux,528,0,12,117,18,221,28,47,10,11,41,1,8
1103,1,Chevry,810,4,12,281,23,122,88,110,12,58,41,2,34
1104,1,Chézery-Forens,287,2,5,77,17,68,16,59,4,11,9,3,12
1105,1,Civrieux,1151,4,23,351,29,311,115,141,20,53,53,1,23
1106,1,Cize,106,1,2,16,11,28,8,20,4,6,3,1,4
1107,1,Cleyzieu,93,3,0,13,7,26,9,15,5,4,8,0,0
1108,1,Coligny,726,2,12,154,13,243,57,136,6,21,41,4,20
1109,1,Collonges,937,6,10,247,34,221,78,184,7,53,46,7,27
1110,1,Colomieu,99,1,4,17,6,20,12,27,3,1,6,0,1
1111,1,Conand,85,0,1,23,3,16,7,23,0,2,2,3,1
1112,1,Condamine,241,2,3,43,13,74,23,38,5,11,11,1,13
1113,1,Condeissiat,472,1,11,144,23,144,26,49,1,23,16,6,20
1114,1,Confort,335,0,10,61,13,88,26,61,2,35,16,3,9
1115,1,Confrançon,752,2,19,199,26,240,56,98,8,29,33,1,24
1116,1,Contrevoz,324,2,6,66,14,91,24,66,9,17,12,3,10
1117,1,Conzieu,90,2,1,26,2,21,14,14,2,4,1,1,0
1118,1,Corbonod,651,5,12,148,39,185,43,115,12,23,23,5,29
1121,1,Corlier,71,0,0,24,2,20,4,12,1,3,3,2,0
1123,1,Cormoranche-sur-Saône,740,4,12,226,18,225,46,87,11,29,41,4,15
1124,1,Cormoz,380,1,14,97,13,131,28,30,4,19,18,5,11
1125,1,Corveissiat,361,1,13,68,25,114,19,65,6,16,15,2,9
1127,1,Courmangoux,323,1,5,82,9,82,24,68,5,12,24,3,3
1128,1,Courtes,167,1,2,29,4,65,11,15,10,11,5,3,3
1129,1,Crans,199,1,0,48,2,66,16,31,2,11,8,1,9
1130,1,Bresse Vallons,1386,6,22,334,68,419,121,156,24,50,84,12,45
1133,1,Cressin-Rochefort,277,6,6,66,9,73,21,56,4,7,17,1,8
1134,1,Crottet,1095,6,21,329,36,332,92,120,14,36,49,8,27
1135,1,Crozet,959,2,7,306,15,182,98,154,11,79,54,11,25
1136,1,Cruzilles-lès-Mépillat,575,3,16,153,23,192,43,45,14,24,19,9,16
1138,1,Culoz,1398,11,25,257,51,440,116,316,15,48,42,9,39
1139,1,Curciat-Dongalon,259,1,1,63,12,90,19,27,3,7,16,4,9
1140,1,Curtafond,488,6,8,126,15,155,25,76,8,20,20,2,18
1141,1,Cuzieu,291,1,7,92,7,68,20,52,4,11,17,1,6
1142,1,Dagneux,2516,10,41,681,62,678,206,461,40,115,99,18,63
1143,1,Divonne-les-Bains,4658,9,21,2023,92,591,453,546,57,338,313,17,119
1145,1,Dompierre-sur-Veyle,716,5,12,188,18,242,70,85,10,24,28,3,16
1146,1,Dompierre-sur-Chalaronne,265,0,4,74,4,76,24,26,9,6,17,4,12
1147,1,Domsure,328,2,2,83,17,104,45,29,5,5,21,0,11
1148,1,Dortan,1059,3,35,246,52,333,95,136,8,35,54,9,32
1149,1,Douvres,721,2,10,175,37,178,75,106,12,41,39,7,26
1150,1,Drom,145,1,2,25,8,29,12,41,12,5,5,2,3
1151,1,Druillat,757,8,10,188,28,222,82,98,6,41,34,3,21
1152,1,Echallon,512,3,13,106,49,120,42,92,7,26,21,3,18
1153,1,Echenevex,999,3,7,377,22,137,91,135,20,83,71,7,32
1155,1,Evosges,109,1,1,14,12,41,9,16,0,4,4,1,3
1156,1,Faramans,561,1,13,134,22,196,55,50,9,14,36,2,21
1157,1,Fareins,1553,12,31,468,25,393,145,217,27,100,67,11,34
1158,1,Farges,449,2,6,113,16,103,29,92,7,32,19,5,15
1159,1,Feillens,1994,3,22,636,60,530,175,207,18,68,146,13,49
1160,1,Ferney-Voltaire,2992,12,22,974,53,333,207,885,40,198,125,20,68
1162,1,Flaxieu,88,0,2,16,3,22,12,10,3,4,10,1,3
1163,1,Foissiat,1223,8,32,350,51,413,72,111,10,31,82,9,36
1165,1,Francheleins,938,6,15,266,20,323,74,98,14,33,52,3,15
1166,1,Frans,1491,9,26,463,31,413,116,186,19,76,85,4,27
1167,1,Garnerans,452,2,9,117,19,129,42,70,6,8,21,2,13
1169,1,Genouilleux,411,3,7,99,8,134,54,48,11,10,19,2,9
1170,1,Beard-Géovreissiat,555,4,9,124,21,184,51,92,4,13,18,2,15
1171,1,Géovreisset,427,1,6,102,16,113,52,80,3,12,21,3,8
1173,1,Gex,4751,25,59,1552,129,795,360,950,70,348,190,33,167
1174,1,Giron,109,0,0,25,11,20,13,18,1,11,4,3,2
1175,1,Gorrevod,505,7,27,137,23,143,22,64,7,20,25,9,12
1177,1,Grand-Corent,137,0,3,24,9,28,7,51,1,6,1,2,2
1179,1,Grièges,1188,5,23,311,37,344,93,137,15,62,75,9,39
1180,1,Grilly,436,1,4,188,14,59,45,49,7,27,26,0,12
1181,1,Groissiat,750,2,14,186,37,190,78,109,10,24,56,1,21
1183,1,Guéreins,862,8,18,228,29,270,67,93,8,41,52,3,30
1184,1,Hautecourt-Romanèche,509,1,16,110,22,141,38,87,10,23,26,5,19
1185,1,Plateau d'Hauteville,2376,12,77,556,99,574,156,460,61,111,141,17,64
1187,1,Haut Valromey,504,3,13,129,26,101,35,92,6,24,36,5,23
1188,1,Illiat,423,1,5,109,18,137,55,28,1,10,29,1,15
1189,1,Injoux-Génissiat,596,5,19,120,27,179,36,97,7,44,22,6,24
1190,1,Innimond,90,1,5,20,7,23,9,10,5,3,5,0,2
1191,1,Izenave,114,0,1,31,14,24,13,13,1,2,7,0,7
1192,1,Izernore,1212,6,16,259,62,385,105,180,13,48,67,4,40
1193,1,Izieu,163,1,1,32,5,39,29,19,5,13,10,1,5
1194,1,Jassans-Riottier,3390,15,59,990,79,845,254,599,47,159,173,21,62
1195,1,Jasseron,1129,4,11,338,39,216,106,179,29,63,81,8,30
1196,1,Jayat,712,4,9,157,40,278,39,55,10,22,35,10,22
1197,1,Journans,242,0,8,57,17,41,19,61,2,17,13,1,3
1198,1,Joyeux,175,0,5,51,9,31,13,34,2,11,16,1,1
1199,1,Jujurieux,1182,9,29,271,48,361,65,214,17,64,46,10,22
1200,1,Labalme,129,1,7,18,8,30,7,40,3,2,3,2,4
1202,1,Lagnieu,4101,19,99,970,136,1279,296,673,45,135,226,32,96
1203,1,Laiz,753,7,18,227,23,195,66,99,14,26,41,6,13
1204,1,Le Poizat-Lalleyriat,436,2,5,101,15,111,41,66,4,33,29,2,14
1206,1,Lantenay,184,4,4,30,17,51,18,27,4,9,7,2,2
1207,1,Lapeyrouse,233,0,2,46,11,68,46,28,0,7,14,0,2
1208,1,Lavours,93,0,6,22,3,22,12,12,3,4,5,0,1
1209,1,Léaz,398,3,4,97,19,100,23,81,3,28,12,7,13
1210,1,Lélex,178,2,3,51,11,33,14,30,6,4,18,0,1
1211,1,Lent,869,3,9,232,34,254,63,115,16,49,48,5,22
1212,1,Lescheroux,402,4,7,85,18,157,31,40,0,11,14,3,22
1213,1,Leyment,801,5,14,166,19,288,64,135,16,27,27,5,15
1214,1,Leyssard,100,1,1,20,4,27,5,23,1,8,5,1,3
1215,1,Surjoux-Lhopital,97,0,1,28,5,31,4,14,1,3,0,1,5
1216,1,Lhuis,533,2,12,113,28,166,29,75,5,25,46,3,18
1219,1,Lompnas,99,1,1,18,4,24,11,12,4,3,16,0,3
1224,1,Loyettes,1571,7,40,382,44,551,98,243,13,63,52,12,39
1225,1,Lurcy,314,2,4,78,9,85,35,54,4,12,18,1,6
1227,1,Magnieu,446,0,10,92,15,135,38,77,12,22,20,2,16
1228,1,Maillat,396,4,4,100,24,113,54,34,3,18,25,0,8
1229,1,Malafretaz,753,3,16,202,29,218,52,92,21,29,46,4,18
1230,1,Mantenay-Montlin,215,1,0,60,4,70,9,25,6,6,19,2,9
1231,1,Manziat,1264,4,17,425,33,364,87,124,17,35,68,7,46
1232,1,Marboz,1393,5,18,391,73,402,115,162,25,41,81,5,40
1233,1,Marchamp,90,1,3,14,2,24,6,19,3,11,6,0,1
1234,1,Marignieu,133,1,0,25,9,57,5,20,1,2,4,1,4
1235,1,Marlieux,584,2,10,155,16,164,84,71,12,20,29,1,10
1236,1,Marsonnas,587,1,6,173,21,172,39,65,16,25,29,5,15
1237,1,Martignat,877,1,12,203,37,262,73,168,12,16,46,7,12
1238,1,Massieux,1681,4,31,484,33,421,148,268,31,76,99,11,45
1239,1,Massignieu-de-Rives,414,1,11,98,13,112,39,56,10,23,20,1,20
1240,1,Matafelon-Granges,388,6,7,85,24,111,46,47,5,14,17,2,15
1241,1,Meillonnas,894,4,22,245,31,206,74,151,20,36,48,8,25
1242,1,Mérignat,95,0,1,14,5,10,4,35,1,10,6,5,2
1243,1,Messimy-sur-Saône,816,8,15,260,23,194,73,96,14,28,51,7,21
1244,1,Meximieux,4230,17,110,1163,89,992,282,866,74,205,210,27,101
1245,1,Bohas-Meyriat-Rignat,607,1,11,141,43,120,69,117,18,28,30,2,14
1246,1,Mézériat,1215,5,23,348,28,331,104,184,16,45,67,9,27
1247,1,Mijoux,177,1,0,45,17,32,11,26,1,15,16,1,10
1248,1,Mionnay,1524,7,18,431,32,390,149,243,23,78,77,11,32
1249,1,Miribel,5364,23,81,1588,97,1107,445,1072,91,316,284,26,129
1250,1,Misérieux,1132,7,23,355,18,271,84,167,18,63,69,5,27
1252,1,Mogneneins,510,4,6,147,24,146,43,53,7,25,27,2,13
1254,1,Montagnat,1363,4,11,478,38,283,122,182,29,72,82,5,25
1255,1,Montagnieu,350,1,9,85,13,117,19,44,7,15,14,2,12
1257,1,Montanges,233,1,6,51,25,50,23,38,3,9,10,3,9
1258,1,Montceaux,754,3,4,212,15,232,78,85,10,27,36,5,25
1259,1,Montcet,421,4,2,130,16,130,28,47,7,16,15,4,12
1260,1,Le Montellier,192,1,0,52,7,52,20,21,1,7,16,1,9
1261,1,Monthieux,435,2,3,127,16,111,46,54,16,16,22,1,14
1262,1,Montluel,3313,17,39,831,99,719,256,781,77,166,161,15,80
1263,1,Montmerle-sur-Saône,2334,12,37,726,45,624,229,301,37,86,116,15,62
1264,1,Montracol,647,1,13,147,27,201,60,94,5,29,42,0,14
1265,1,Montréal-la-Cluse,1543,7,10,343,56,386,139,318,25,60,104,15,29
1266,1,Montrevel-en-Bresse,1502,7,30,416,60,444,123,181,32,34,93,11,39
1267,1,Nurieux-Volognat,610,2,8,133,24,171,59,89,12,30,51,1,13
1268,1,Murs-et-Gélignieux,164,0,0,41,8,51,18,7,3,13,12,2,6
1269,1,Nantua,1124,12,20,260,46,272,88,263,25,39,44,6,23
1272,1,Neuville-les-Dames,879,6,13,236,36,289,47,106,19,28,53,6,23
1273,1,Neuville-sur-Ain,1008,7,27,212,46,315,72,165,12,40,57,5,29
1274,1,Les Neyrolles,286,2,8,69,8,83,26,57,4,6,10,2,7
1275,1,Neyron,1555,8,11,518,37,297,164,233,19,81,103,6,37
1276,1,Niévroz,997,4,19,250,23,317,94,135,16,37,44,5,40
1277,1,Nivollet-Montgriffon,91,0,2,33,2,26,5,15,0,2,2,0,3
1279,1,Oncieu,72,0,0,14,3,19,2,15,0,1,7,1,5
1280,1,Ordonnaz,114,1,2,33,6,29,8,12,2,1,13,0,2
1281,1,Ornex,1528,2,14,561,27,176,124,337,20,113,87,6,32
1282,1,Outriaz,153,2,4,27,9,39,11,24,3,13,9,2,5
1283,1,Oyonnax,7421,39,126,1639,258,1597,651,2077,102,217,373,42,127
1284,1,Ozan,446,4,6,103,15,170,25,67,8,7,20,12,5
1285,1,Parcieux,848,1,11,275,23,185,74,131,14,54,41,5,13
1286,1,Parves et Nattages,666,1,38,154,23,123,52,146,8,53,21,9,17
1288,1,Péron,1132,7,7,346,59,219,80,220,12,76,46,4,33
1289,1,Péronnas,3613,21,70,1060,115,756,247,676,74,177,243,19,89
1290,1,Pérouges,877,5,13,234,20,231,89,135,14,35,58,1,25
1291,1,Perrex,553,6,10,189,21,160,36,41,12,13,35,3,14
1293,1,Peyriat,118,0,0,25,3,33,18,19,3,7,8,0,1
1294,1,Peyrieu,535,1,11,131,17,138,38,98,7,35,20,5,21
1295,1,Peyzieux-sur-Saône,383,0,2,81,10,134,40,54,6,14,13,4,12
1296,1,Pirajoux,231,3,4,45,11,82,19,31,4,3,15,2,6
1297,1,Pizay,579,2,9,141,21,193,33,89,14,21,28,0,15
1298,1,Plagne,95,0,0,27,4,31,9,10,3,7,2,0,2
1299,1,Le Plantay,333,1,3,84,13,102,31,30,6,15,30,0,10
1301,1,Polliat,1661,6,24,486,50,447,119,213,37,59,112,13,65
1302,1,Pollieu,121,0,2,30,3,19,8,31,0,9,8,0,7
1303,1,Poncin,977,5,9,193,33,300,100,175,13,37,62,10,16
1304,1,Pont-d'Ain,1427,7,30,314,44,410,111,278,20,59,62,10,44
1305,1,Pont-de-Vaux,1050,9,13,338,31,250,61,173,18,36,60,9,28
1306,1,Pont-de-Veyle,720,5,15,176,26,205,61,134,10,31,23,4,13
1307,1,Port,461,4,6,124,19,111,40,78,3,20,26,7,6
1308,1,Pougny,291,2,13,74,14,46,30,49,6,26,5,4,14
1309,1,Pouillat,58,0,3,9,8,19,4,9,0,4,0,0,1
1310,1,Prémeyzel,109,0,0,20,5,34,3,32,3,6,3,0,0
1311,1,Prémillieu,42,1,0,6,1,18,3,3,0,3,1,2,2
1313,1,Prévessin-Moëns,3164,10,22,1312,69,317,267,563,49,253,170,11,76
1314,1,Priay,1037,6,21,210,39,340,95,145,17,51,43,15,27
1317,1,Ramasse,215,1,5,46,14,55,19,36,1,10,8,3,9
1318,1,Rancé,467,3,11,124,12,119,50,53,7,23,30,4,24
1319,1,Relevant,290,1,3,81,12,97,19,29,7,13,19,1,2
1320,1,Replonges,2293,10,31,739,63,620,154,274,26,78,139,13,67
1321,1,Revonnas,577,1,11,157,21,140,31,115,14,37,31,1,8
1322,1,Reyrieux,3006,6,54,1012,77,632,269,473,37,170,146,19,59
1323,1,Reyssouze,566,7,7,152,24,180,35,73,9,18,30,4,15
1325,1,Rignieux-le-Franc,695,3,15,171,16,217,54,117,8,29,32,1,16
1328,1,Romans,323,2,3,99,12,98,22,27,3,12,27,2,10
1329,1,Rossillon,115,0,2,26,2,26,11,25,6,4,3,2,6
1330,1,Ruffieu,134,1,0,35,7,23,6,40,4,5,4,2,6
1331,1,Saint-Alban,117,2,2,28,15,20,6,16,4,8,9,1,4
1332,1,Saint-André-de-Bâgé,503,2,15,136,17,147,25,69,8,25,23,8,16
1333,1,Saint-André-de-Corcy,2137,14,48,554,45,633,165,326,40,98,86,16,69
1334,1,Saint-André-d'Huiriat,390,0,5,90,12,153,18,53,5,15,22,3,9
1335,1,Saint-André-le-Bouchoux,236,1,3,57,11,74,18,37,3,9,13,1,7
1336,1,Saint-André-sur-Vieux-Jonc,718,0,10,219,25,214,50,100,19,26,22,1,18
1337,1,Saint-Bénigne,774,6,19,239,35,230,43,93,4,29,28,5,15
1338,1,Groslée-Saint-Benoît,759,2,10,200,30,207,90,110,12,17,31,5,21
1339,1,Saint-Bernard,1086,3,23,388,25,230,90,118,13,67,78,4,31
1342,1,Sainte-Croix,349,1,8,83,14,88,31,50,2,21,26,1,18
1343,1,Saint-Cyr-sur-Menthon,1103,5,18,294,53,335,81,127,18,26,59,7,41
1344,1,Saint-Denis-lès-Bourg,3630,16,85,1118,97,742,268,632,98,202,198,11,81
1345,1,Saint-Denis-en-Bugey,1257,12,28,258,47,409,105,209,27,48,51,2,24
1346,1,Saint-Didier-d'Aussiat,510,1,6,124,33,140,34,61,4,26,34,4,33
1347,1,Saint-Didier-de-Formans,1465,8,16,463,33,354,97,224,20,103,98,6,24
1348,1,Saint-Didier-sur-Chalaronne,1678,11,25,485,35,535,150,177,16,50,98,9,43
1349,1,Saint-Eloi,332,0,3,91,15,83,36,44,5,18,22,3,3
1350,1,Saint-Etienne-du-Bois,1564,8,25,423,68,395,116,221,30,71,119,11,40
1351,1,Saint-Etienne-sur-Chalaronne,983,2,15,222,27,352,86,106,11,46,50,3,31
1352,1,Saint-Etienne-sur-Reyssouze,338,2,9,86,8,118,17,35,6,8,20,6,11
1353,1,Sainte-Euphémie,977,2,17,315,27,248,83,142,13,42,33,3,21
1354,1,Saint-Genis-Pouilly,3697,14,36,1194,58,530,265,1041,56,213,132,17,102
1355,1,Saint-Genis-sur-Menthon,307,3,4,79,20,92,21,27,11,12,13,1,18
1356,1,Saint-Georges-sur-Renon,152,2,4,40,8,39,13,19,1,8,2,2,9
1357,1,Saint-Germain-de-Joux,196,1,5,50,20,56,10,30,0,8,6,2,3
1358,1,Saint-Germain-les-Paroisses,280,0,5,47,7,66,41,52,4,19,26,1,7
1359,1,Saint-Germain-sur-Renon,167,0,1,44,4,53,26,9,1,9,15,1,2
1360,1,Saint-Jean-de-Gonville,875,0,5,277,26,173,82,131,16,57,49,6,31
1361,1,Saint-Jean-de-Niost,1111,2,23,305,26,311,117,139,8,48,66,5,30
1362,1,Saint-Jean-de-Thurigneux,499,2,7,157,11,159,48,42,4,20,35,2,6
1363,1,Saint-Jean-le-Vieux,1145,7,16,282,43,321,89,179,28,48,62,4,30
1364,1,Saint-Jean-sur-Reyssouze,438,1,10,100,15,159,29,34,15,12,27,3,13
1365,1,Saint-Jean-sur-Veyle,693,1,4,206,29,189,42,101,11,23,35,5,16
1366,1,Sainte-Julie,641,2,11,135,26,207,49,121,8,34,15,4,16
1367,1,Saint-Julien-sur-Reyssouze,377,2,12,77,9,125,34,55,4,14,24,3,14
1368,1,Saint-Julien-sur-Veyle,494,3,8,130,25,151,32,54,9,21,25,4,22
1369,1,Saint-Just,602,3,15,171,27,108,56,107,14,32,43,1,8
1370,1,Saint-Laurent-sur-Saône,719,8,24,189,13,159,48,164,13,26,29,8,21
1371,1,Saint-Marcel,765,6,9,199,21,209,77,127,14,30,26,4,25
1372,1,Saint-Martin-de-Bavel,282,5,1,66,12,68,11,61,5,31,7,2,9
1373,1,Saint-Martin-du-Frêne,597,1,5,165,22,189,50,68,7,18,43,3,15
1374,1,Saint-Martin-du-Mont,1204,3,22,312,48,318,114,174,28,53,70,5,37
1375,1,Saint-Martin-le-Châtel,540,0,10,141,28,167,37,60,4,27,31,6,14
1376,1,Saint-Maurice-de-Beynost,1879,17,34,495,32,395,154,457,42,93,63,12,35
1378,1,Saint-Maurice-de-Gourdans,1796,11,32,473,51,569,221,189,18,70,61,15,43
1379,1,Saint-Maurice-de-Rémens,417,0,11,71,14,161,37,58,3,18,14,5,14
1380,1,Saint-Nizier-le-Bouchoux,406,0,2,116,14,130,34,51,7,13,21,1,10
1381,1,Saint-Nizier-le-Désert,518,3,3,127,18,172,53,51,5,19,30,3,19
1382,1,Sainte-Olive,209,0,5,66,3,74,14,18,2,7,11,3,3
1383,1,Saint-Paul-de-Varax,880,2,16,218,35,325,69,113,9,18,38,6,20
1384,1,Saint-Rambert-en-Bugey,920,4,20,169,38,293,75,201,13,26,28,12,18
1385,1,Saint-Rémy,639,1,7,204,34,159,52,68,11,34,39,3,15
1386,1,Saint-Sorlin-en-Bugey,740,2,17,204,33,178,54,114,17,42,34,5,26
1387,1,Saint-Sulpice,144,0,3,35,3,43,6,19,4,5,12,3,9
1388,1,Saint-Trivier-de-Courtes,535,4,9,149,13,192,32,49,6,11,43,6,16
1389,1,Saint-Trivier-sur-Moignans,1059,5,9,252,30,382,104,116,17,50,42,4,24
1390,1,Saint-Vulbas,706,2,8,149,13,288,89,63,6,17,30,13,12
1391,1,Salavre,216,1,5,51,10,65,15,31,1,5,9,3,11
1392,1,Samognat,409,0,5,94,23,116,37,52,4,17,27,3,12
1393,1,Sandrans,388,3,6,112,6,127,36,35,5,12,18,3,15
1396,1,Sault-Brénaz,443,4,3,111,6,143,34,84,6,10,19,2,12
1397,1,Sauverny,457,1,5,184,10,75,35,62,11,20,26,8,15
1398,1,Savigneux,834,1,16,230,31,278,61,74,9,35,38,1,43
1399,1,Ségny,872,4,3,313,22,139,68,145,14,61,51,3,30
1400,1,Seillonnaz,109,3,5,24,5,24,9,17,1,1,12,1,6
1401,1,Sergy,828,2,6,285,46,130,41,137,22,69,39,3,32
1402,1,Sermoyer,399,4,11,87,18,136,29,51,10,10,19,1,12
1403,1,Serrières-de-Briord,759,3,28,139,23,245,40,162,12,22,33,7,23
1404,1,Serrières-sur-Ain,101,0,2,24,3,27,10,22,3,3,2,2,3
1405,1,Servas,691,3,12,172,17,235,44,87,11,28,33,5,20
1406,1,Servignat,120,0,4,30,3,37,9,11,4,5,5,0,3
